year,month,burn_trt,watershed,block,plot,order,family,arthropod_ID,stage,collected,count
2014,8,Unburned,20B,D,6,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,2
2014,8,Unburned,20B,D,6,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Unburned,20B,E,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Unburned,20B,E,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Unburned,20B,E,1,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Unburned,20B,E,1,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,3
2014,8,Unburned,20B,E,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Unburned,20B,E,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,3
2014,8,Unburned,20B,E,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,2
2014,8,Unburned,20B,E,1,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Unburned,20B,E,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Unburned,20B,E,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,7
2014,8,Unburned,20B,E,1,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,3
2014,8,Unburned,20B,E,1,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,E,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,1
2014,8,Unburned,20B,E,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Unburned,20B,E,2,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,2
2014,8,Unburned,20B,E,2,Orthoptera,Gryllidae,Orthoptera_Gryllidae,adult,collected,1
2014,8,Unburned,20B,E,2,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Unburned,20B,E,2,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Unburned,20B,E,2,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Unburned,20B,E,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,3
2014,8,Unburned,20B,E,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Unburned,20B,E,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Unburned,20B,E,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,5
2014,8,Unburned,20B,E,2,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,E,2,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Unburned,20B,E,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Unburned,20B,E,3,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,E,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,4
2014,8,Unburned,20B,E,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Unburned,20B,E,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Unburned,20B,E,3,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,8
2014,8,Unburned,20B,E,3,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,adult,collected,1
2014,8,Unburned,20B,E,3,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Unburned,20B,E,3,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,2
2014,8,Unburned,20B,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Unburned,20B,E,4,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Unburned,20B,E,4,Coleoptera,Curculionidae,Coleoptera_Curculionidae,adult,collected,1
2014,8,Unburned,20B,E,4,Hemiptera:Heteroptera,Reduviidae,Hemiptera:Heteroptera_Reduviidae,nymph,collected,4
2014,8,Unburned,20B,E,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Unburned,20B,E,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,1
2014,8,Unburned,20B,E,4,Hemiptera:Heteroptera,Tingidae,Hemiptera:Heteroptera_Tingidae,adult,collected,2
2014,8,Unburned,20B,E,4,Lepidoptera,Crambidae,Lepidoptera_Crambidae,larvae,collected,1
2014,8,Unburned,20B,E,4,Araneae,Lycosidae,Araneae_Lycosidae,adult,collected,2
2014,8,Unburned,20B,E,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Unburned,20B,E,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,3
2014,8,Unburned,20B,E,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,E,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,8
2014,8,Unburned,20B,E,4,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,3
2014,8,Unburned,20B,E,4,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Unburned,20B,E,4,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,adult,collected,1
2014,8,Unburned,20B,E,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,3
2014,8,Unburned,20B,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,6
2014,8,Unburned,20B,E,5,Hemiptera:Heteroptera,Reduviidae,Hemiptera:Heteroptera_Reduviidae,nymph,collected,1
2014,8,Unburned,20B,E,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Unburned,20B,E,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Unburned,20B,E,5,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,3
2014,8,Unburned,20B,E,5,Hemiptera:Auchenorrhyncha,Membracidae,Hemiptera:Auchenorrhyncha_Membracidae,adult,collected,1
2014,8,Unburned,20B,E,5,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Unburned,20B,E,5,Araneae,Salticidae,Araneae_Salticidae,adult,collected,4
2014,8,Unburned,20B,E,5,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,4
2014,8,Unburned,20B,E,5,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Unburned,20B,E,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Unburned,20B,E,5,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Unburned,20B,E,5,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Unburned,20B,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Unburned,20B,E,6,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,collected,1
2014,8,Unburned,20B,E,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Unburned,20B,E,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Unburned,20B,E,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Unburned,20B,E,6,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Unburned,20B,E,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Unburned,20B,E,6,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,adult,collected,1
2014,8,Unburned,20B,E,6,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,4
2014,8,Unburned,20B,E,6,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Unburned,20B,E,6,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,3
2014,8,Unburned,20B,E,6,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Unburned,20B,E,6,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Unburned,20B,F,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Unburned,20B,F,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Unburned,20B,F,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Unburned,20B,F,1,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Unburned,20B,F,2,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,observed,1
2014,8,Unburned,20B,F,2,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,collected,1
2014,8,Unburned,20B,F,2,Hemiptera:Auchenorrhyncha,Membracidae,Hemiptera:Auchenorrhyncha_Membracidae,adult,collected,2
2014,8,Unburned,20B,F,2,Hemiptera:Auchenorrhyncha,Membracidae,Hemiptera:Auchenorrhyncha_Membracidae,nymph,collected,3
2014,8,Unburned,20B,F,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Unburned,20B,F,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Unburned,20B,F,2,Orthoptera,Gryllidae,Orthoptera_Gryllidae,adult,collected,1
2014,8,Unburned,20B,F,2,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,5
2014,8,Unburned,20B,F,2,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,4
2014,8,Unburned,20B,F,2,Coleoptera,Curculionidae,Coleoptera_Curculionidae,adult,collected,1
2014,8,Unburned,20B,F,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,8
2014,8,Unburned,20B,F,2,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,F,3,Orthoptera,Tettigonidae,Orthoptera_Tettigonidae,adult,observed,1
2014,8,Unburned,20B,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,1
2014,8,Unburned,20B,F,3,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,6
2014,8,Unburned,20B,F,3,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Unburned,20B,F,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Unburned,20B,F,3,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,3
2014,8,Unburned,20B,F,3,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Unburned,20B,F,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Unburned,20B,F,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,4
2014,8,Unburned,20B,F,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Unburned,20B,F,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,3
2014,8,Unburned,20B,F,4,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,2
2014,8,Unburned,20B,F,4,Hemiptera:Heteroptera,Reduviidae,Hemiptera:Heteroptera_Reduviidae,nymph,collected,3
2014,8,Unburned,20B,F,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Unburned,20B,F,4,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Unburned,20B,F,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Unburned,20B,F,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Unburned,20B,F,5,Hemiptera:Heteroptera,Reduviidae,Hemiptera:Heteroptera_Reduviidae,nymph,collected,1
2014,8,Unburned,20B,F,5,Hemiptera:Heteroptera,Tingidae,Hemiptera:Heteroptera_Tingidae,adult,collected,1
2014,8,Unburned,20B,F,5,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Unburned,20B,F,5,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Unburned,20B,F,5,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Unburned,20B,F,5,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Unburned,20B,F,5,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,2
2014,8,Unburned,20B,F,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Unburned,20B,F,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Unburned,20B,F,6,Araneae,Araneidae,Araneae_Araneidae,adult,collected,3
2014,8,Unburned,20B,F,6,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Unburned,20B,F,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,14
2014,8,Unburned,20B,F,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,7
2014,8,Unburned,20B,F,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Unburned,20B,F,6,Hemiptera:Auchenorrhyncha,Membracidae,Hemiptera:Auchenorrhyncha_Membracidae,adult,collected,1
2014,8,Unburned,20B,F,6,Hymenoptera,Pompilidae,Hymenoptera_Pompilidae,adult,collected,1
2014,8,Unburned,20B,F,6,Hymenoptera,Dryinidae,Hymenoptera_Dryinidae,adult,collected,2
2014,8,Unburned,20B,F,6,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Unburned,20B,F,6,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Unburned,20B,F,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,A,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,1D,A,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,2
2014,8,Annual,1D,A,1,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,1D,A,1,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,2
2014,8,Annual,1D,A,1,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,1D,A,1,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,1
2014,8,Annual,1D,A,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,1D,A,1,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,1D,A,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,1
2014,8,Annual,1D,A,1,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,A,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,A,2,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,A,2,Acari,Acari,Acari_Acari,adult,collected,2
2014,8,Annual,1D,A,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,A,2,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Annual,1D,A,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,A,2,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,1D,A,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,1D,A,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,1D,A,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,1D,A,3,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,A,3,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,1D,A,3,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,adult,collected,1
2014,8,Annual,1D,A,3,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,1D,A,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,1D,A,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Annual,1D,A,3,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Annual,1D,A,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,2
2014,8,Annual,1D,A,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,A,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,1D,A,4,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,2
2014,8,Annual,1D,A,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,1D,A,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,1D,A,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,13
2014,8,Annual,1D,A,4,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,2
2014,8,Annual,1D,A,4,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,2
2014,8,Annual,1D,A,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,1
2014,8,Annual,1D,A,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,1D,A,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,1D,A,5,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,A,5,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,1D,A,5,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,A,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,A,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,6
2014,8,Annual,1D,A,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,1D,A,6,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,A,6,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,1
2014,8,Annual,1D,A,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,2
2014,8,Annual,1D,A,6,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,3
2014,8,Annual,1D,A,6,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,1D,A,6,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,1D,B,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,6
2014,8,Annual,1D,B,1,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,1
2014,8,Annual,1D,B,1,Araneae,Araneidae,Araneae_Araneidae,adult,collected,1
2014,8,Annual,1D,B,1,Araneae,Salticidae,Araneae_Salticidae,adult,collected,1
2014,8,Annual,1D,B,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,4
2014,8,Annual,1D,B,1,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,4
2014,8,Annual,1D,B,1,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,1D,B,1,Hymenoptera,Eupelmidae,Hymenoptera_Eupelmidae,adult,collected,1
2014,8,Annual,1D,B,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
2014,8,Annual,1D,B,2,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,B,2,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,B,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,5
2014,8,Annual,1D,B,2,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Annual,1D,B,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,B,2,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,adult,collected,1
2014,8,Annual,1D,B,2,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,7
2014,8,Annual,1D,B,2,Araneae,Linyphiidae,Araneae_Linyphiidae,adult,collected,1
2014,8,Annual,1D,B,2,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,B,2,Diptera,Chloropidae,Diptera_Chloropidae,adult,collected,2
2014,8,Annual,1D,B,2,Hymenoptera,Mymaridae,Hymenoptera_Mymaridae,adult,collected,1
2014,8,Annual,1D,B,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,B,2,Hymenoptera,Braconidae,Hymenoptera_Braconidae,adult,collected,1
2014,8,Annual,1D,B,3,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,5
2014,8,Annual,1D,B,3,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Annual,1D,B,3,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,B,3,Coleoptera,Curculionidae,Coleoptera_Curculionidae,adult,collected,1
2014,8,Annual,1D,B,3,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,2
2014,8,Annual,1D,B,3,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,3
2014,8,Annual,1D,B,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,3
2014,8,Annual,1D,B,3,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,B,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,3
2014,8,Annual,1D,B,3,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,1
2014,8,Annual,1D,B,3,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,adult,collected,1
2014,8,Annual,1D,B,4,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,4
2014,8,Annual,1D,B,4,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,6
2014,8,Annual,1D,B,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,B,4,Araneae,Salticidae,Araneae_Salticidae,adult,collected,2
2014,8,Annual,1D,B,4,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,1
2014,8,Annual,1D,B,4,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,1D,B,5,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,3
2014,8,Annual,1D,B,5,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,4
2014,8,Annual,1D,B,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,2
2014,8,Annual,1D,B,5,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,1
2014,8,Annual,1D,B,5,Lepidoptera,Crambidae,Lepidoptera_Crambidae,adult,collected,1
2014,8,Annual,1D,B,5,Araneae,Gnaphosidae,Araneae_Gnaphosidae,adult,collected,1
2014,8,Annual,1D,B,5,Araneae,Philodromidae,Araneae_Philodromidae,adult,collected,2
2014,8,Annual,1D,B,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,3
2014,8,Annual,1D,B,5,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,B,5,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,adult,collected,1
2014,8,Annual,1D,B,6,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,2
2014,8,Annual,1D,B,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,adult,collected,1
2014,8,Annual,1D,B,6,Lepidoptera,Crambidae,Lepidoptera_Crambidae,larvae,collected,1
2014,8,Annual,1D,B,6,Acari,Acari,Acari_Acari,adult,collected,1
2014,8,Annual,1D,B,6,Araneae,Salticidae,Araneae_Salticidae,adult,collected,3
2014,8,Annual,1D,B,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,adult,collected,2
2014,8,Annual,1D,B,6,Hemiptera:Heteroptera,Miridae,Hemiptera:Heteroptera_Miridae,nymph,collected,1
2014,8,Annual,1D,B,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,adult,collected,1
2014,8,Annual,1D,B,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,adult,collected,3
2014,8,Annual,1D,B,6,Hemiptera:Auchenorrhyncha,Cicadellidae,Hemiptera:Auchenorrhyncha_Cicadellidae,nymph,collected,2
2014,8,Annual,1D,C,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,observed,1
2014,8,Annual,1D,C,1,Orthoptera,Acrididae,Orthoptera_Acrididae,adult,collected,1
