year,month,burn_trt,watershed,block,plot,order,family,arthropod_ID,stage,collected,count,plot_trt,litter_trt
2019,8,Annual,1D,B,4,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,B,4,Hymenoptera,Cynipoidae,Hymenoptera_Cynipoidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,B,4,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,N,Absent
2019,8,Annual,1D,B,4,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,B,4,Diptera,Chloropidae,Diptera_Chloropidae,Adult,Collected,3,N,Absent
2019,8,Annual,1D,B,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,14,Control,Present
2019,8,Annual,1D,B,2,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,6,Control,Present
2019,8,Annual,1D,B,2,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,2,Control,Present
2019,8,Annual,1D,B,2,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,3,Control,Present
2019,8,Annual,1D,B,2,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,B,2,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,21,Control,Present
2019,8,Annual,1D,B,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,18,Control,Present
2019,8,Annual,1D,B,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,11,Control,Present
2019,8,Annual,1D,B,2,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,B,2,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,2,Control,Present
2019,8,Annual,1D,B,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,B,2,Hymenoptera,Cynipoidae,Hymenoptera_Cynipoidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,B,2,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,B,2,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,5,Control,Present
2019,8,Annual,1D,B,2,Hemiptera,Culicidae,Hemiptera_Culicidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,A,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,1,C,Absent
2019,8,Annual,1D,A,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,11,C,Absent
2019,8,Annual,1D,A,6,Hemiptera,Delphacidae,Hemiptera_Delphacidae,Adult,Collected,1,C,Absent
2019,8,Annual,1D,A,6,Diptera,Cecidomyiidae,Diptera_Chloropidae,Adult,Collected,2,C,Absent
2019,8,Annual,1D,A,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,C,Absent
2019,8,Annual,1D,A,6,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,2,C,Absent
2019,8,Annual,1D,A,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,5,Control,Absent
2019,8,Annual,1D,A,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,4,Control,Absent
2019,8,Annual,1D,A,5,Hemiptera,Delphacidae,Hemiptera_Delphacidae,Adult,Collected,3,Control,Absent
2019,8,Annual,1D,A,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,2,Control,Absent
2019,8,Annual,1D,A,5,Lepidoptera,Crambidae,Lepidoptera_crambidae,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,5,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,5,Hymenoptera,Unknown,Hymenoptera_Unknown,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,5,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,5,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,3,Control,Absent
2019,8,Annual,1D,A,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,3,Control,Absent
2019,8,Annual,1D,A,5,Hymenoptera,Chrysididae,Hymenoptera_Chrysididae,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,5,Diptera,Stratiomyidae,Diptera_Stratiomyidae,Adult,Collected,1,Control,Absent
2019,8,Annual,1D,A,4,Hemiptera,Tingidae,Hemiptera_Tingidae,Adult,Collected,2,N,Absent
2019,8,Annual,1D,A,4,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,N,Absent
2019,8,Annual,1D,A,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,2,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,16,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,A,4,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,Adult,Collected,3,N,Absent
2019,8,Annual,1D,A,4,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,8,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,4,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,4,N,Absent
2019,8,Annual,1D,A,4,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,A,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,A,4,Hymenoptera,Bethylidae,Hemiptera_Bethylidae,Adult,Collected,2,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Cixiidae,Hemiptera_Cixiidae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,A,4,Coleoptera,Dermestidae,Coleoptera_Dermestidae,Adult,Collected,2,N,Absent
2019,8,Annual,1D,A,4,Hymenoptera,Chrysididae,Hymenoptera_Chrysididae,Adult,Collected,1,N,Absent
2019,8,Annual,1D,A,4,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,4,N,Absent
2019,8,Annual,1D,A,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,3,C ,Present
2019,8,Annual,1D,A,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,6,C ,Present
2019,8,Annual,1D,A,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,8,C ,Present
2019,8,Annual,1D,A,3,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Nymph,Collected,2,C ,Present
2019,8,Annual,1D,A,3,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,6,C ,Present
2019,8,Annual,1D,A,3,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,11,C ,Present
2019,8,Annual,1D,A,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,13,C ,Present
2019,8,Annual,1D,A,3,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,C ,Present
2019,8,Annual,1D,A,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,1,C ,Present
2019,8,Annual,1D,A,1,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,11,N,Present
2019,8,Annual,1D,A,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,16,N,Present
2019,8,Annual,1D,A,1,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,N,Present
2019,8,Annual,1D,A,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,2,N,Present
2019,8,Annual,1D,A,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,N,Present
2019,8,Annual,1D,A,1,Diptera,Tephritidae,Diptera_Tephritidae,Adult,Collected,8,N,Present
2019,8,Annual,1D,A,1,Hymenoptera,Chloropidae,Hymenoptera_Cholorpidae,Adult,Collected,1,N,Present
2019,8,Annual,1D,A,1,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,2,N,Present
2019,8,Annual,1D,A,1,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,7,N,Present
2019,8,Annual,1D,A,1,Araneae,Lycosidae,Araneae_Lyscosidae,Adult,Collected,1,N,Present
2019,8,Annual,1D,A,1,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,6,N,Present
2019,8,Annual,1D,A,1,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,28,N,Present
2019,8,Annual,1D,A,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,26,N,Present
2019,8,Annual,1D,A,2,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,1,Control,Present
2019,8,Annual,1D,A,2,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,A,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,Control,Present
2019,8,Annual,1D,A,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,12,Control,Present
2019,8,Annual,1D,A,2,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,11,Control,Present
2019,8,Annual,1D,A,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,12,Control,Present
2019,8,Annual,1D,A,2,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,Control,Present
2019,8,Annual,1D,A,2,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,5,Control,Present
2019,8,Annual,1D,A,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,18,Control,Present
2019,8,Annual,1D,A,2,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,3,Control,Present
2019,8,Annual,1D,A,2,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,2,Control,Present
2019,8,Annual,1D,A,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,1,Control,Present
2019,8,Annual,SpB,F,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,15,N,Absent
2019,8,Annual,SpB,F,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,18,N,Absent
2019,8,Annual,SpB,F,4,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,3,N,Absent
2019,8,Annual,SpB,F,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,5,N,Absent
2019,8,Annual,SpB,F,4,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,F,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,4,N,Absent
2019,8,Annual,SpB,F,4,Diptera,Stratiomyidae,Diptera_Stratiomyidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,F,4,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,9,N,Absent
2019,8,Annual,SpB,F,4,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,40,N,Absent
2019,8,Annual,SpB,F,4,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,7,N,Absent
2019,8,Annual,SpB,F,4,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,2,N,Absent
2019,8,Annual,SpB,F,4,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,3,N,Absent
2019,8,Annual,SpB,F,4,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,7,N,Absent
2019,8,Annual,SpB,F,4,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,2,N,Absent
2019,8,Annual,SpB,F,4,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,3,N,Absent
2019,8,Annual,SpB,F,4,Hemiptera,Mesoveliidae,Hemiptera_Mesoveliidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,F,4,Diptera,Tephritidae,Diptera_Tephritidae,Adult,Collected,4,N,Absent
2019,8,Annual,SpB,F,4,Hymenoptera,Bethylidae,Hymenoptera_Bethylidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,F,4,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,2,N,Absent
2019,8,Annual,SpB,F,4,Hymenoptera,Cephidae,Hymenoptera_Cephidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,3,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,12,N,Present
2019,8,Annual,SpB,E,3,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,4,N,Present
2019,8,Annual,SpB,E,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,2,N,Present
2019,8,Annual,SpB,E,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,2,N,Present
2019,8,Annual,SpB,E,3,Coleoptera,Byrrhidae,Coleoptera_Byrrhidae,Adult,Collected,6,N,Present
2019,8,Annual,SpB,E,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,8,N,Present
2019,8,Annual,SpB,E,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,2,N,Present
2019,8,Annual,SpB,E,3,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,9,N,Present
2019,8,Annual,SpB,E,3,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Nymph,Collected,3,N,Present
2019,8,Annual,SpB,E,3,Araneae,Lycosidae,Araneae_Lycosidae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,3,N,Present
2019,8,Annual,SpB,E,3,Diptera,Tephritidae,Diptera_Tephritidae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,3,N,Present
2019,8,Annual,SpB,E,3,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,2,N,Present
2019,8,Annual,SpB,E,3,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,3,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,1,N,Present
2019,8,Annual,SpB,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,7,N,Absent
2019,8,Annual,SpB,E,6,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,22,N,Absent
2019,8,Annual,SpB,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,17,N,Absent
2019,8,Annual,SpB,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,16,N,Absent
2019,8,Annual,SpB,E,6,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,5,N,Absent
2019,8,Annual,SpB,E,6,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,4,N,Absent
2019,8,Annual,SpB,E,6,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,4,N,Absent
2019,8,Annual,SpB,E,6,Coleoptera,Byrrhidae,Coleoptera_Byrrhidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,16,N,Absent
2019,8,Annual,SpB,E,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,22,N,Absent
2019,8,Annual,SpB,E,6,Hymenoptera,Eurytomidae,Hymenoptera_Eurytomidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Diptera,Scathophagidae,Diptera_Scathophagidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,4,N,Absent
2019,8,Annual,SpB,E,6,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,6,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,6,N,Absent
2019,8,Annual,SpB,E,6,Diptera,Unknown,Diptera_Unknown,Adult,Collected,1,N,Absent
2019,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,13,Control,Absent
2019,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,2,Control,Absent
2019,8,Annual,SpB,E,5,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,Control,Absent
2019,8,Annual,SpB,E,5,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,Control,Absent
2019,8,Annual,SpB,E,5,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,3,Control,Absent
2019,8,Annual,SpB,E,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,20,Control,Absent
2019,8,Annual,SpB,E,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,3,Control,Absent
2019,8,Annual,SpB,E,5,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,8,Control,Absent
2019,8,Annual,SpB,E,5,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,Control,Absent
2019,8,Annual,SpB,E,5,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,1,Control,Absent
2019,8,Annual,SpB,E,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,16,Control,Absent
2019,8,Annual,SpB,E,5,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,20,Control,Absent
2019,8,Annual,SpB,E,5,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,8,Control,Absent
2019,8,Annual,SpB,E,5,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,2,Control,Absent
2019,8,Annual,SpB,E,2,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,3,Control,Present
2019,8,Annual,SpB,E,2,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,3,Control,Present
2019,8,Annual,SpB,E,2,Coleoptera,Coccinellidae,Coleoptera_Coccinellidae,Adult,Collected,10,Control,Present
2019,8,Annual,SpB,E,2,Thysanoptera,Thripidae,Thysanoptera_Thripidae,Adult,Collected,10,Control,Present
2019,8,Annual,SpB,E,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Nymph,Collected,5,Control,Present
2019,8,Annual,SpB,E,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,23,Control,Present
2019,8,Annual,SpB,E,2,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,3,Control,Present
2019,8,Annual,SpB,E,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,12,Control,Present
2019,8,Annual,SpB,E,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,Control,Present
2019,8,Annual,SpB,E,2,Acari,Trombiculidae,Acari_Trombiculidae,Adult,Collected,2,Control,Present
2019,8,Annual,SpB,E,2,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,10,Control,Present
2019,8,Annual,SpB,E,2,Coleoptera,Byrrhidae,Coleoptera_Byrrhidae,Adult,Collected,10,Control,Present
2019,8,Annual,SpB,E,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,2,Control,Present
2019,8,Annual,SpB,E,2,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,Control,Present
2019,8,Annual,SpB,E,2,Diptera,Psilidae,Diptera_Psilidae,Adult,Collected,2,Control,Present
2019,8,Annual,SpB,E,1,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,2,C ,Present
2019,8,Annual,SpB,E,1,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,14,C ,Present
2019,8,Annual,SpB,E,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,4,C ,Present
2019,8,Annual,SpB,E,1,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,2,C ,Present
2019,8,Annual,SpB,E,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,C ,Present
2019,8,Annual,SpB,E,1,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,3,C ,Present
2019,8,Annual,SpB,E,1,Diptera,Psilidae,Diptera_Psilidae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,E,1,Hymenoptera,Chalcididae,Hymenoptera_Chalcididae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,E,1,Coleoptera,Mordellidae,Coleoptera_Mordellidae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,4,C ,Absent
2019,8,Annual,SpB,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,2,C ,Absent
2019,8,Annual,SpB,E,4,Hemiptera,Blissidae,Hemiptera_Blissidae,Nymph,Collected,6,C ,Absent
2019,8,Annual,SpB,E,4,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,3,C ,Absent
2019,8,Annual,SpB,E,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,4,C ,Absent
2019,8,Annual,SpB,E,4,Lepidoptera,Crambidae,Lepidoptera_Crambidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Hemiptera,Cixiidae,Hemiptera_Cixiidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Hymenoptera,Eurytomidae,Hymenoptera_Eurytomidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Hymenoptera,Chalcididae,Hymenoptera_Chalcididae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,C ,Absent
2019,8,Annual,SpB,E,4,Araneae,Lycosidae,Araneae_Lycosidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,E,4,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,C ,Absent
2019,8,Annual,SpB,D,1,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,5,C ,Present
2019,8,Annual,SpB,D,1,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,D,1,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,4,C ,Present
2019,8,Annual,SpB,D,1,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,C ,Present
2019,8,Annual,SpB,D,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,16,C ,Present
2019,8,Annual,SpB,D,1,Hemiptera,Cixiidae,Hemiptera_Cixiidae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,D,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,3,C ,Present
2019,8,Annual,SpB,D,1,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,C ,Present
2019,8,Annual,SpB,D,1,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,2,C ,Present
2019,8,Unburned,20B,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,1,C,Present
2019,8,Unburned,20B,F,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,3,C,Present
2019,8,Unburned,20B,F,3,Lepidoptera,Unknown,Lepidoptera_Unknown,Nymph,Collected,1,C,Present
2019,8,Unburned,20B,F,3,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,3,C,Present
2019,8,Unburned,20B,F,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,C,Present
2019,8,Unburned,20B,F,3,Thysanoptera,Aeolothripidae,Thysanoptera_Aeolothripidae,Adult,Collected,2,C,Present
2019,8,Unburned,20B,F,3,Hymenoptera,Bethylidae,Hymenoptera_Bethylidae,Adult,Collected,1,C,Present
2019,8,Unburned,20B,F,3,Hymenoptera,Proctotrupidae,Hymenoptera_Proctotrupidae,Adult,Collected,1,C,Present
2019,8,Unburned,20B,F,3,Hymenoptera,Chrysididae,Hymenoptera_Chrysididae,Adult,Collected,2,C,Present
2019,8,Unburned,20B,F,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,Control,Present
2019,8,Unburned,20B,F,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,8,Control,Present
2019,8,Unburned,20B,F,2,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,6,Control,Present
2019,8,Unburned,20B,F,2,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,4,Control,Present
2019,8,Unburned,20B,F,2,Diptera,Cecidomyiidae,Diptera_Cecidomyiidae,Adult,Collected,2,Control,Present
2019,8,Unburned,20B,F,2,Hymenoptera,Unknown,Hymenoptera_Unknown,Adult,Collected,1,Control,Present
2019,8,Unburned,20B,F,2,Thysanoptera,Aeolothripidae,Thysanoptera_Aeolothripidae,Adult,Collected,1,Control,Present
2019,8,Unburned,20B,F,2,Acari,Unknown,Acari_Unknown,Adult,Collected,8,Control,Present
2019,8,Unburned,20B,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,3,N,Present
2019,8,Unburned,20B,E,4,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,N,Present
2019,8,Unburned,20B,E,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,8,N,Present
2019,8,Unburned,20B,E,4,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,N,Present
2019,8,Unburned,20B,E,4,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,N,Present
2019,8,Unburned,20B,E,4,Ixodida,Ixodidae,Ixodida_Ixodidae,Adult,Collected,2,N,Present
2019,8,Unburned,20B,E,4,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,1,N,Present
